NO;TGL_KOMITE;COMPANY;NO_TENDER;GOODS/SERVICES;ITEM_NAME;HARGA_SEBELUMNYA _(RP);TAHUN_PEMBELIAN_SEBELUMNYA;Purpose_Request;LINK_EPROC;PIC;VENDOR;SUMMARY_KOMITE;HASIL_FOLLOW_UP;REMARKS;VOTE;Notes
164;2025-12-17;BAT;EPR/2511/00170;;PENGADAAN MOBIL BLINDVAN EV (DFSK) - UNTUK HANGAR BATAM;250,000,000 (HARGA PLAT JKT);2025;;;;2 vendor : PT Bevos Auto Mandiri, PT Majesty Auto Optimal;"Condition : permintaan 1 unit untuk emec shop sebagai penggantian selama ini selalu sewa mobil blindvan (biaya sewa 5,5 juta/bulan) dan 1 unit untuk store (pengadaan baru), keperluan emec shop untuk pengantaran nitrogen & oksigen, keperluan store untuk pengantaran sparepart, paling murah dari vendor Bevos

Follow Up :
1. Nego ke Majesty (kalau bisa ke 260.000.000)
2. Tim Audit/Purchasing akan kirim orang untuk cek pasar
3. Setiap pengajuan kendaraan, harus dilampirkan schedule transportnya";;;;
165;2025-12-17;LEX;EPR/2511/00112;;CONTAINER PLASTIK 7008 & 7909 ;Rp 783.000,- (INCLD) & Rp 278.000,- (INCLD);2024;;;;3 vendor : Garuda Mas Foamindo, Melati, PT Sinar Indah Mentari Sentosa;"Condition : merupakan barang non rutin, diajukan untuk persiapan menghadapi peak season Nataru 2025 & Ramadhan 2026, untuk mendukung kegiatan sortir paket per area destinasi 3LC (kota) di hub baru SUB dan HLP, container box plastik biru untuk sosrtir kategori barang kota-kota kecil sampai dengan level kelurahan, container box plastik kuning untuk sortir paket kategori kota besar dengan jumlah paket yang lebih banyak

Stock saat ini :
- Biru : SUB (30pcs), HLP (76pcs)
- Kuning : SUB (146 pcs), HLP (114 pcs)

Follow Up :
1. Increase vendor
2. PO ke Melati";;;;
166;2025-12-17;BAT;EPR/2511/00231;;PENGADAAN LANDING GEAR FIXTURE - BATAM;;;;;;2 vendor : Aiia Multi Anugerah, Mandiri Gifha Nusantara;Condition : untuk meletakkan nose landing A320 selama proses overhaul, permintaan 1 unit, merupakan permintaan non rutin;belum dibahas;;;
167;2025-12-17;BAT;EPR/2512/00077;;PENGADAAN DRILL PRESS MILL MACHINE - BATAM;;;;;;2 vendor : Karya Bangun Sejahtera, PT Salam Jaya Lestari;Condition : untuk support caplist halob firex, merupakan permintaan non rutin, permintaan 1 unit;belum dibahas;;;
168;2025-12-17;OD-ENGINEERING;EPR/2512/00007;;PAPER ORDERING FOR 6 MONTHS ;;;;;;3 vendor : Becon Enterprise SDN BHD, La Stationery SDN BHD, Paperline Office Supplies SDN BHD;"Condition : merupakan permintaan for all department OD, barang rutin untuk projection 6 bulan, permintaan 55 box (1 box = 5 ream)

Follow Up :
1. PO ke vendor terendah";;;;
169;2025-12-17;OD-ENGINEERING;EPR/2512/00007;;A3 70 GSM;RM 114.50 / BOX (1 BOX - 5 REAM) // JAKARTA PRICE = Rp. 440.000,- (EQ. RM 106);;;;;;;;;;
170;2025-12-17;OD-ENGINEERING;EPR/2512/00007;;A4 70 GSM ;RM 47.50 / BOX (1 BOX - 5 REAM) // JAKARTA PRICE = Rp. 170.500,- (EQ. RM 41);;;;;;;;;;
171;2025-12-17;OD-ENGINEERING;EPR/2512/00007;;A5 70 GSM;RM 77.00 / BOX (1 BOX - 10 REAM) // JAKARTA PRICE = Rp. 285.000,- (EQ. RM 69);;;;;;;;;;
172;2025-12-17;OD-GROUND OPS;EPR/2512/00002;;REPAIR & MODIFY PASSENGER STEP IN SUBANG AIRPORT;PURCHASE 2017;;;;;5 vendor : Aurora Elite Resources, Crestera Crest SDN BHD, Fu Tech Engineering Steels SDN BHD, Port Klang Jaya Auto Parts, Top GSE SDN BHD;"Condition : untuk passenger step di distrik Subang (Malaysia), kondisi 2 tangga existing sudah rusak, tangga tanpa atap, harga termurah di vendor Fu Tech, permintaan 1 unit, permintaan sudah sesuai dari GSE

Follow Up :
1. Nego the price to Fu Tech";;;;
173;2025-12-17;OD-GROUND OPS;EPR/2512/00003;;REPAIR & MODIFY PASSENGER STEP IN KUL AIRPORT;PURCHASE 2013 & 2017;;;;RATNASARI;6 vendor : Aiis Solutions SDN BHD, Aurora Elite Resources, Crestera Crest SDN BHD, Fu Tech Engineering Steels SDN BHD, Port Klang Jaya Auto Parts, Top GSE SDN BHD;"Condition : untuk passenger step di distrik KUL, request 8 unit

KUL punya 8 unit :
- 4 unit berfungsi tapi perlu diperbaharui sesuai desain baru (changing the roofing design)
- 4 unit tidak berfungsi";"1. Sudah dinego dan pemenang vendor Fu Tech Engineering Steels dengan :
- Price : 107.500
- Discount : 7.500
- Price after disc : 100.000
2. Garansi tidak bisa 2 tahun (jadi warranty 6 bulan)

Nama File : ""KOMITE OD EPR.pdf""";;CONFIRMED;
174;2025-12-17;OD-ENGINEERING;EPR/2511/00018;;4 PLY ROTABLE CONTROL TAG (FORM);RM 8.80 /per book;;;;;3 vendor : La Stationery SDN BHD, Peraliph SDN BHD, Trumatch Printing & Packaging SDN BHD;"Condition : merupakan barang rutin 6 bulan, permintaan 200 buku dengan 4PLY tag, stok saat ini ada 10, untuk printing kedepannya rekap dulu agar ajuin sekalian as a whole ke vendor

Follow Up :
1. PO ke vendor termurah";;;;
175;2025-12-17;OD-OCC;EPR/2512/00001;;PRINTING OF B737-MAX MANUAL;New Request;;;;;1 vendor : Image Magic Printing SDN BHD;"Condition : untuk mandatory manuals for all Batik Aircraft B737, permintaan 25 copies, merupakan permintaan non rutin, color print

Follow Up :
1. Printing compare dengan harga fotocopy";;;;
176;2025-12-23;LEX;EPR/2512/00107;;NEONBOX LIGHTED;Rp. 1,915,000 exc ppn / unit @50 unit;2025;;;;6 vendor : Bentang Inti Aksara, Detak Nadi Indonesia, Karya Merapi Indonesia, Kreativa Citra Lestari, PT Arvindo Digitalprint Indonesia, PT Cakra Kencana Multimedia (prefer Karya Merapi);"Condition : merupakan tender ulang, permintaan 50 unit, untuk distribusi ke pos-pos daerah Jombang, permintaann custom, pembelian sebelumnya di September 2025 dengan vendor Detak Nadi Indonesia

Follow Up :
1. Minta sample & garansi ke Merapi (samakan dengan Detak Nadi Indonesia)";Sebelumnya sudah visit ke vendor Merapi dan memang vendor di bidang branding serta kantor sudah oke;;;
177;2025-12-23;LEX;EPR/2510/00244;;TOILET CONTAINER BPN DAN DPS;;PENGADAAN BARU;;;;4 vendor : Detak Nadi Indonesia, PT Pesona Tri Mitra, PT Warna Warni Media, Sinar Media Sakti (prefer pesona dan sinar);"Condition : merupakan permintaan non rutin, permintaan penambahan fasilitas agar adanya toilet office, permintaan untuk BPS & DPS masing-masing 1 unit

Follow Up :
1. Nego ulang ke vendor Sinar Media Sakti/SMS";;penambahan fasilitas toilet container di BPN (toiletnya berada di ruko seberang jalan raya - concern for safety), dan di DPS (permintaan dari AM, karena ada concern privasi), dan lesson learned dari hal itu, fase 2 ini lokasi container WAJIB ada fasilitas toilet yang proper;;
178;2025-12-23;LEX;EPR/2512/00066;;BRANDING SHOP SIGN 10 POS AREA MEDAN;RP. 2,500,000 ex ppn uk. 3 x 1 m;2025;;;;3 vendor : Detak Nadi Indonesia, Karya Merapi Indonesia, PT Cakra Kencana Multimedia;"Condition : merupakan permintaan pemasangan shop sign baru dan jasa survey untuk kelayakan shopsign dan  branding indoor, permintaan untuk 10 pos, bahan shop sign dari flexy korea, merupakan permintaan ke 5 dari tender

Follow Up :
1. Nego ke vendor termurah
2. Minta tampilin permintaan dari Lion Parcel (Planning pergantian dari tiap distrik/masing-masing daerah untuk permintaan ini)";Purchasing sdh mengirim email ke LEX utk diberikan data planning 2026;;;
179;2025-12-23;JT;EPR/2511/00183;;PERBAIKAN DAN PERGANTIAN CANOPY LORONG MESS 1 (57 CANOPY-> 46 CANOPY PANJANG & 11 CANOPY PENDEK).;RP 57jt dan 29jt;2025/2026;;;;;;;;;
180;2025-12-23;BAT;EPR/2511/00231;;PENGADAAN LANDING GEAR FIXTURE - BATAM;;;;;;2 vendor : Aiia Multi Anugerah, Mandiri Gifha Nusantara (prefer Mandiri);"Condition : merupakan permintaan baru dan non rutin, permintaan 1 unit, di Batam belum pernah pakai sebelumnya, ATR dan Boeing sudah pakai dan masih di level 2, spec dari 2 vendor yang tersedia sudah sama dan sesuai, warranty 6 bulan jika pembuatan baru/custom, warranty 3 bulan jika repair, penambahan equipment untuk overhaul, fungsi alat ini untuk meletakkan nose landing A320 selama proses overhaul

Follow Up :
1. Minta warranty menjadi 1 tahun
2. Nego ulang harga (bareng Ko Yohanes)";;;;
181;2025-12-23;BAT;EPR/2512/00077;;PENGADAAN DRILL PRESS MILL MACHINE - BATAM;;;;;;2 vendor : Karya Bangun Sejahtera, PT Salam Jaya Lestari;"Condition : merupakan permintaan non rutin, digunakan untuk support caplist halob firex, permintaan 1 unit, belum pernah pembelian sebelumnya, spec sesuai dengan yang diperlukan dari Karya Bangun (spec Indotara)

Follow Up :
1. Minta detail spec dari Salam Jaya dan compare dengan Karya Bangun";;;;
182;2025-12-23;BAT;EPR/2511/00162;;PENGAJUAN SERVICE EQUIPMENT COMPRESOR & DRYER DESICCANT ATLAS COPCO 01 DAN 02 - BATAM;;2024 (PT Sysmax);;;RATNASARI;2 vendor : PT Indo Teknik Energi, Sysmax Teknik Indonesia;"Condition : merupakan permintaan non rutin, untuk menjaga performa compressor terjaga dan harus dilakukan secara berkala, permintaan 2 unit, ada permintaan compressor dan alat dryernya, dryer untuk menyimpan anginnya, sebelumnya hanya ada pengajuan service compressor namun untuk dryer belum pernah, dryer maks 2-4 tahun sekali harus diservice, diajukan karena saat ini dryer sudah tidak berfungsi dengan baik jadi hasil painting tidak maksimal (ga kering), pembelian dryer di tahun 2014 lalu pemakaian di tahun 2018, untuk compressor dilakukan service 6-7 bulan sekali, GSE belum bisa memperbaiki sendiri

Follow Up :
1. Cek kondisi barang dan mengapa dryer ga diservice dari tahun2 sebelumnya
2. Minta vendor split harga/invoice compressor & dryer
3. Cek ulang spec sudah sama semua yang ditawarkan oleh kedua vendor
4. Garansi servis berapa lama?";"1. Vendor yang ikut tender semua sudah disurvei dan cek kondisi aktual sebelum terbit quotation. Tidak diservice sebelumnya karena info dari BTH bahwa dryer desiccant servicenya minimal 2th dan max 4th (selama ini tidak ada trouble - kondisi aman dengan catatan tiap hari dimonitor)
3. Vendor menawarkan spec yang sama karena vendor sudah cek aktual dan merujuk ke PN serta rekomendasi MFG compressor
4. Untuk garansi 1 bulan service 2 unit compressor dan 3 bulan untuk service dryer desiccant

Dan sudah dinego
Nama File : ""Pengajuan tender compresor atlas copco EPR-2511-00162""";;CONFIRMED;
183;2025-12-23;BAT;EPR/2511/00231;;PENGADAAN LANDING GEAR FIXTURE - BATAM;;;;;;2 vendor : Aiia Multi Anugerah, Mandiri Gifha Nusantara;"Condition : merupakan permintaan baru dan non rutin, permintaan 1 unit, di Batam belum pernah pakai sebelumnya, ATR dan Boeing sudah pakai dan masih di level 2, spec dari 2 vendor yang tersedia sudah sama dan sesuai, warranty 6 bulan jika pembuatan baru/custom, warranty 3 bulan jika repair, penambahan equipment untuk overhaul, fungsi alat ini untuk meletakkan nose landing A320 selama proses overhaul

Follow Up :
1. Minta warranty menjadi 1 tahun
2. Nego ulang harga (bareng Ko Yohanes)";;;;
184;2025-12-23;BAT;EPR/2512/00077;;PENGADAAN DRILL PRESS MILL MACHINE - BATAM;;;;;;2 vendor : Karya Bangun Sejahtera, PT Salam Jaya Lestari;"Condition : merupakan permintaan non rutin, digunakan untuk support caplist halob firex, permintaan 1 unit, belum pernah pembelian sebelumnya, spec yang diperlukan yang Indotara

Follow Up :
1. Minta detail spec dari Salam Jaya dan compare dengan Karya Bangun";;;;
185;2025-12-23;BAT;EPR/2512/00074;;PENGADAAN PENAMBAHAN EQUIPMENT BARU UNTUK SHOP - BATAM;;;;;;5 vendor : Aiia Multi Anugerah, Ingram Indonesia Jaya, Lasindo Jayabersama, PT Visi Vertikal Alliansi, PT Banian Indo Global;"Condition : merupakan permintaan non rutin, untuk penambahan kapasitas produksi, merupakan kebutuhan shop painting untuk penambahan baru karena incoming table sebelumnya belum pernah ada di CFS, painting sebelumnya menggunakan meja lama dari shop lama, untuk seat cover stand dilakukan permintaan karena sebelumnya hanya pakai pipa panjang

Permintaan :
1. Incoming table : 4 unit
2. Painting table : 4 unit
3. Seat Cover Stand : 20 unit
4. Stand Dresscover After Repaint : 2 unit

Follow Up :
1. Cek vendor & pelajari specnya lagi
2. Survei ke vendor baru (Banian)
3. Cek spec dari vendor";;;;
186;2025-12-23;BAT;EPR/2512/00168;;PENGADAAN BUSA ABU ABU 5CM KEBUTUHAN 6 BULAN - HANGAR BATAM;;;;;FENNY;4 vendor : PT Rukun Sejahtera Teknik, PT Salam Jaya Lestari, Rinawa Maju Jaya, Toko Louisz;"Condition : merupakan permintaan rutin, untuk support packaging warehouse, permintaan 600 lembar busa abu-abu ukuran 90x190, pembelian terakhir 3 bulan lalu, di JKT ada namun busa berwarna kuning

Follow Up :
1. Update yang di JKT di grup
2. Cek harga JKT (busa kuning)";"HARGA DI JKT 135RB/ PC. MINTA PURCHASING BTH NEGO DISAMAKAN DGN HARGA DI JKT

1. Vendor di BTH - Toko Louisz sudah di nego lagi hari jumat 30/01/26 : tidak mau turun harga lagi. kata vendor : sebelumnya Rp 145.000 sudah di diskon jadi Rp 140.000
2. Permintaan dari BAT busa abu 5 cm, harga di Jkt Rp 165.000 (exclude ppn) - Vendor Rinawa Maju Jaya

Nama file :""02 BAT Komite - Summary EPR-2512-00168 Busa Abu (Komite 23Dec25)""";;CONFIRMED;
187;2025-12-23;BAT;EPR/2510/00325;;PENGADAAN ORGANIC GAS, PILTER TERAINER, ROUND PRIMARY FILTER (HARGA MENGIKAT 6 BULAN) HANGGAR BATAM;;;;;;5 vendor : Golden Tirta Radhika, PT Han-Indo Millenium, PT Weldbro International, PT Mitra Batamindo Utama, PT Ostynn Batam Perkasa;"Condition : merupakan peermintaan rutin, maskernya untuk safety karyawan agar tidak terpapar chemical berlebih, permintaan 720 ea

Follow Up :
1. Hitung semua divisi yang memiliki kebutuhan yang sama (gabung)
2. Cek merk yang ditawarkan Golden Tirta & Ostynn apakah Honeywell/3M?";"1. Perhitungan sudah dihitung semua divisi
2. Untuk yang dipakai oleh Golden Tirta dan Ostynn itu bukan 3M atau honeywell, melainkan ugo catridge yang dimana sudah di tes oleh user dan juga sudah sesuai.";;CONFIRMED;
188;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;CONSUMABLES TENDER (AIS);;;;;FENNY;5 vendor : Actipack Industry SDN BHD, Aiis Solutions SDN BHD, Am Sales & Marketing SDN BHD, Keong Hardware Timber SDN BHD, KKSS Infinity (M) SDN BHD;"Condition : merupakan 1 year projection, barang consumable, di OD sistem PO nya per monthly meskipun pembelian untuk 1 tahun

Follow Up :
1. Ask vendor to note 1 year binding the price at quotation
2. Review every 6 month di komite";"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
189;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;7448 6X9 GRY SCOTCH BRITE HAND PAD;RM 3.15// PCS // Jakarta Price/marketplace = Rp. 15.000,- (EQ. RM 3.6);2025;;;;;permintaan 1.008 pcs;"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
190;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;COTTON LOOSE (WHITE);RM 98// PACK // Jakarta Price = Rp. 14.000,- per kg (EQ. RM 3.4);2025;;;;;permintaan 287 bundle;"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
191;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;DETTOL;RM 135// PER BOTTLE // Jakarta Price = Rp. 490.000,- (EQ. RM 118);2025;;;;;permintaan 33 botol;"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
192;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;LIQUID HANDSOAP;RM 63// DRUM // Jakarta Price = Rp. 252.000,- (EQ. RM 60);2025;;;;;permintaan 90 drum;"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
193;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;MAGIC SPONGE;RM 0.13// PCS // Jakarta Price = Rp. 1.800,- (EQ. RM 0.4);2025;;;;;permintaan 12.672 pcs, dan pembelian di shopee karena lebih murah;"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
194;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;POWDER FREE LATEX GLOVE;RM 11// per box // Jakarta price = Rp. 44.200,- (EQ. RM 10);2025;;;;;permintaan 99.000 pcs (82 carton);"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
195;2025-12-23;OD-GROUND OPS;EPR/2511/00011;;SUNSHINE \\ A3220;RM 347.41 // Jakarta Price = Rp. 1.062.000,- (EQ. RM 255);2025;;;;;permintaan 12 drum;"1. Dalam quotation sudah ada notes 1 year
Nama File : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
196;2025-12-23;OD-GROUND OPS;EPR/2511/00012;;CONSUMABLE PACKGING(AIS);;;;;FENNY;5 vendor : Keong Hardware Timber SDN BHD, Obtech Corporation (M) SDN BHD, RKS Premium SDN BHD, SG Film SDN BHD, Sky Blue Resources (M) SDN BHD;"Condition : merupakan permintaan rutin 1 tahun, diperlukan untuk engineering pesawat, semuanya merupakan existing vendor

Follow Up :
1. Nego kembali ke dua vendor tsb";"1. Sudah nego ke 2 vendor (OB Tech dan Sky Blue)

Nama file : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
197;2025-12-23;OD-GROUND OPS;EPR/2511/00012;;AIR SICKNESS BAG;RM 0.12 per pcs // Jakarta Price = Rp. 490,- per pc (dengan logo Lion Group) EQ. RM 0.12;2025;;;;;permintaan 990.000 pcs = 495 carton;"1. Sudah nego ke 2 vendor (OB Tech dan Sky Blue)

Nama file : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
198;2025-12-23;OD-GROUND OPS;EPR/2511/00012;;GARBAGE BAG BOEING;RM 0.3// PCS // Jakarta Price = Rp. 800,- (EQ. RM 0.2);2025;;;;;permintaan 71.280 pcs;"1. Sudah nego ke 2 vendor (OB Tech dan Sky Blue)

Nama file : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
199;2025-12-23;OD-GROUND OPS;EPR/2511/00012;;GARBAGE BAG AIRBUS;RM 0.60// PCS;2025;;;;;permintaan 11.880 pcs;"1. Sudah nego ke 2 vendor (OB Tech dan Sky Blue)

Nama file : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
200;2025-12-23;OD-GROUND OPS;EPR/2511/00012;;SMALL PP PLASTIC;RM 0.0495//PCS;2025;;;;;permintaan 40.320 pcs;"1. Sudah nego ke 2 vendor (OB Tech dan Sky Blue)

Nama file : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
201;2025-12-23;OD-GROUND OPS;EPR/2511/00012;;TOILET SEAT COVER;RM 190 PER CARTON ;2025;;;;;permintaan 92 carton;"1. Sudah nego ke 2 vendor (OB Tech dan Sky Blue)

Nama file : ""03 OD Summary Committee  - EPR-2511-00011-12 AIS Consumables & AIS Consumables Packaging (Komite 23Dec25)""";;CONFIRMED;
202;2025-12-23;OD-RAMP;EPR/2511/00014;;TO REPAIR BAGGAGE TROLLEY;RM1,600 - RM2,500;2025;;;;5 vendor : Fu Tech Engineering Steels SDN BHD, Nilai Equipment SDN BHD, Port Klang Jaya Auto Parts SDN BHD, Top GSE SDN BHD, Weldtech Engineering SDN BHD;"Condition : weldtech murah dan new vendor, permintaan 8 ea, warranty setelah perbaikan 6 bulan

Follow Up :
1. Visit ke vendor baru (Weldtech)
2. Minta garansi service 6 bulan";"1. Untuk Weldtech sudah divisit dari 8 Jan, ci fangfang forward email hasil visitnya ""VISIT TO WELDTECH ENGINEERING 8TH JAN 2026""
2. Warranty 6 bulan

Harga sudah dinego dan dari vendor Weldtech memberikan :
- Price : 12.000
- Discount : 2.000
- Price after disc : 10.000

Nama File : ""KOMITE OD EPR.pdf""";;CONFIRMED;
203;2025-12-23;OD-ENGINEERING;EPR/2511/00015;;TO REPAIR & REFURBISH MAINTENANCE STEP;RM2,000 - RM5,000;2025;;;;7 vendor : Aeroworks Equipment SDN BHD, Aiis Solutions SDN BHD, Fu Tech Engineering Steels SDN BHD, Nilai Equipment SDN BHD, Port Klang Jaya Auto Parts SDN BHD, Top GSE SDN BHD, Weldtech Engineering SDN BHD;"Condition : permintaan untuk repair & refurbish, tangga diperlukan untuk engineering maintenance step, permintaan 10 unit untuk direkondisi, biasa disebut PBS, ada existing 44 unit & 15 rusak, warranty semua vendor 6 bulan

Follow Up :
1. Nego ke vendor termurah
2. Minta garansi";;;;
204;2025-12-23;OD-ENGINEERING;EPR/2512/00032;;NZX- TO SUPPLY FURNITURE FOR NZX WORKSHOP;;;;;;2 vendor : South Island Furniture, Teyen Office Furniture SDN BHD;"Condition : untuk kursi bar belum pernah ada pembelian sebelumnya, kirim email vendor hanya 9

Permintaan :
1. 3 Drawer Mobile Pedestal : 2 ea
2. Banquet Chair : 16 ea
3. Half Height Cupboard with Swing Door : 5 ea
4. Mesh Chair : 2 ea (for staff)
5. Metal Cabinet : 4 ea

Follow Up :
1. Cek harga pasar, compare harga, dan random check oleh Pak Sathya
2. Compare with market furniture (such as ikea)";"1. Sudah dilakukan cek harga pasar, compare harga, dan random check oleh Pak Sathya dan diberikan excelnya di ""EPR 25120032,EPR25120034""
2. Sudah direvisi dengan compare with IKEA di file ""05 OD VOTE EPR 25120032,EPR25120034 - FURNITURE WORKSHOP NZX (1)""

Dan dari compare tersebut, harga sudah lebih murah dari harga market (IKEA) kecuali untuk table harga di ikea lebih murah but without installation and delivery. Already discount and already best price.";;CONFIRMED;
205;2025-12-23;OD-ENGINEERING;EPR/2512/00034;;NZX-TO SUPPLY ESD TABLE & HEAVY DUTY TABLE FOR NZX WORKSHOP;NIL;;;;;3 vendor : Artsystem SDN BHD, Machlab Scientific SDN BHD, South Island Furniture SDN BHD;"Condition : permintaan untuk NZX workshop training, belum pernah pembelian meja ESD ini, paling murah di Machlab & South Island, permintaan 8 unit

Follow Up :
1. Confirm spec meja ESD & manual book karena akan ada audit
2. Nego the price
3. End user visit to both vendor";"1. End User revised size after go site visit from 1200mm x 750mmx900mmH to L1500MM X W750MM X H900MM. And End User revised size after go site visit from 1800mm x 750mmx800mmH to L1800MM X W750MM X H1000MM.
2. Already discount and already best price
3. Vendor sudah site visit and confirm on the documents by End user pak fahmi (Manager for the training centre).

Nama file : ""05 OD VOTE EPR 25120032,EPR25120034 - FURNITURE WORKSHOP NZX (1)"" & excel ""EPR 25120032,EPR25120034""";;CONFIRMED;
206;2025-12-30;GSE;EPR/2511/00163;;REPAIR ACU (AIR CONDITIONING UNIT) 016 JT DPS (AC TIDAK DINGIN);HARGA BELI USD 160.380 (KURS RP 13.763) eq RP 2.207.309.940, VENDOR: TLD ASIA (BELUM PERNAH PERBAIKAN VENDOR);2017 (BAT);;;;1 vendor : Agriquip Ges Indonesia;"Condition: permintaan repair sistem pendingin perbaikan vendor karena AC tidak dingin (kerusakan pada sistem pendingin), bearing tensioner blowe u/s, surround (guard fan) K4, surround (belt guard). Perbaikan diperlukan untuk menjaga kesiapan operasional peralatan pendukung pesawat serta menghindari potensi delay operasional di Station DPS. Kebutuhan 1 unit, belum pernah ada record perbaikan unit ini (pembelian unit di tahun 2017)

Follow Up :
1. Rekap data BTT & GPU dari Ci Yenny dan dikirimkan ke Pak Rocky
2. Work scope dan estimasi price from GSE & PIC GSE (by ci fangfang)
3. Harus sudah liat quotation lebih dulu";"BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE)

1. Sudah diemail ke mereka dan sedang diverifikasi
2. Workscope sudah dikirimkan dengan nama file ""WORKSCOPE ACC 016 JT STA - DPS.pdf""
Dan berikut perbandingan biaya perbaikan internal dengan perbaikan oleh vendor utk perbaikan AC Cart 016 DPS di nama file ""EPR-2511-00163 COMPARE REPAIR ACU 016 DPS -BIAYA INTERNAL VS VENDOR.pdf""

Ibu sempet minta ada highlight harga termahal untuk datanya dan sudah dibuatkan dalam file ""01 GSE-BAT EPR-2511-00163 REPAIR ACU 016 DPS""

Juga permintaan nego garansi 2 tahun tapi gabisa jadinya dari 3 bulan menjadi 6 bulan. Dan oke dari Ibu. Nama file yg 3 bulan ""107.SV-ACU 016 - LION DPS""";"Confirm last year purchase :
untuk unit ACU 016 DPS ini menurut catatan Accounting BAT : belum pernah ada record perbaikan.
Perbaikan yang diajukan saat ini adalah Repair sistem pendingin, body repair & painting, karena AC tidak dingin, tensioner blower U/S.
Unit ini dibeli thn 2017 dengan nilai $160.380 (Rp 2.207.309.940)";CONFIRMED;
207;2025-12-30;GSE;EPR/2511/00163;;OVERHAUL ENGINE BTT TR 075 JT DPS;HARGA BELI RP 325.000.000 EXC PPN, VENDOR CYBERINDO (PERBAIKAN TH 2024 DI TRINUSA RP 192.000.000 EXC PPN);2011 (JT);;;;2 vendor : Agriquip Ges Indonesia, PT Aero Mitra Abadi;"Condition: kebutuhan 1 unit, diperlukan refurbish karena oli ngejel dan lubang oli macet tertutup. Dilakukan overhaul untuk menjaga keandalan operasional, keselamatan kerja, serta mendukung kelancaran aktivitas ground handling di Station DPS, pernah perbaikan tahun 2024

Follow Up :
1. Cek 192 JT perbaikan refurbish atau tidak
2. Next week kasih list pengajuan yang seperti ini
3. Rekap data BTT & GPU dari Ci Yenny dan dikirimkan ke Pak Rocky
4. Work scope dan estimasi price from GSE & PIC GSE (by ci fangfang)
5. Harus sudah liat quotation lebih dulu";utk BTT info dari tim GSE mau dikerjakan perbaikan sendiri;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);DONE;
